"last_name, first_name","player_id","year","pa","bip","ba","est_ba","est_ba_minus_ba_diff","slg","est_slg","est_slg_minus_slg_diff","woba","est_woba","est_woba_minus_woba_diff","era","xera","era_minus_xera_diff"
"deGrom, Jacob","594798","2023","115","66",0.171,0.167,0.0040000000000000036,0.324,0.293,0.031000000000000028,0.223,0.213,0.010000000000000009,"2.67","1.88","0.79"
"Garcia, Luis","677651","2023","115","73",0.243,0.238,0.0050000000000000044,0.427,0.395,0.03199999999999997,0.322,0.312,0.010000000000000009,"4.00","4.07","-0.07"
"Kerr, Ray","678061","2023","114","69",0.243,0.255,-0.01200000000000001,0.505,0.449,0.055999999999999994,0.341,0.332,0.009000000000000008,"4.33","4.67","-0.337"
"Selby, Colin","681882","2023","114","69",0.296,0.265,0.030999999999999972,0.439,0.442,-0.0030000000000000027,0.362,0.351,0.01100000000000001,"9.00","5.30","3.7"
"Bellatti, Andrew","571479","2023","113","76",0.25,0.264,-0.014000000000000012,0.44,0.433,0.007000000000000006,0.331,0.341,-0.010000000000000009,"5.11","4.96","0.148"
"Akin, Keegan","669211","2023","112","78",0.337,0.281,0.055999999999999994,0.49,0.473,0.017000000000000015,0.365,0.337,0.02799999999999997,"6.84","4.83","2.015"
"Garrett, Amir","607237","2023","112","64",0.244,0.216,0.027999999999999997,0.422,0.366,0.055999999999999994,0.354,0.34,0.013999999999999957,"3.33","4.93","-1.601"
"Cecconi, Slade","677944","2023","111","85",0.26,0.253,0.007000000000000006,0.471,0.487,-0.016000000000000014,0.325,0.331,-0.006000000000000005,"4.33","4.64","-0.307"
"Carasiti, Matt","571539","2023","110","82",0.292,0.273,0.01899999999999996,0.427,0.429,-0.0020000000000000018,0.345,0.354,-0.009000000000000008,"6.29","5.41","0.878"
"Stewart, Brock","592779","2023","109","58",0.196,0.188,0.008000000000000007,0.268,0.28,-0.01200000000000001,0.242,0.244,-0.0020000000000000018,"0.65","2.44","-1.789"
"Suarez, Robert","663158","2023","108","74",0.155,0.216,-0.061,0.299,0.368,-0.069,0.222,0.279,-0.05700000000000002,"4.23","3.21","1.019"
"Balazovic, Jordan","666364","2023","108","79",0.274,0.27,0.0040000000000000036,0.484,0.464,0.019999999999999962,0.358,0.357,0.0010000000000000009,"4.44","5.51","-1.072"
"Bolton, Cody","675989","2023","107","69",0.333,0.3,0.03300000000000003,0.522,0.494,0.028000000000000025,0.414,0.393,0.020999999999999963,"6.33","6.94","-0.612"
"Ort, Kaleb","672391","2023","107","73",0.29,0.245,0.044999999999999984,0.548,0.486,0.062000000000000055,0.379,0.34,0.03899999999999998,"6.26","4.93","1.331"
"Hunter, Tommy","488984","2023","106","79",0.286,0.255,0.030999999999999972,0.541,0.53,0.01100000000000001,0.367,0.355,0.01200000000000001,"6.84","5.44","1.405"
"Walter, Brandon","687888","2023","106","82",0.327,0.27,0.056999999999999995,0.49,0.414,0.07600000000000001,0.375,0.324,0.05099999999999999,"6.26","4.42","1.841"
"Robertson, Nick","687798","2023","106","70",0.316,0.27,0.045999999999999985,0.526,0.424,0.10200000000000004,0.375,0.334,0.04099999999999998,"6.04","4.73","1.315"
"Herget, Kevin","643361","2023","105","84",0.268,0.275,-0.007000000000000006,0.495,0.525,-0.030000000000000027,0.346,0.363,-0.017000000000000015,"5.18","5.73","-0.552"
"Smith-Shawver, AJ","700363","2023","105","73",0.183,0.207,-0.023999999999999994,0.419,0.392,0.02699999999999997,0.301,0.304,-0.0030000000000000027,"4.26","3.85","0.413"
"Plesac, Zach","668676","2023","105","86",0.374,0.297,0.07700000000000001,0.576,0.484,0.09199999999999997,0.418,0.353,0.065,"7.59","5.37","2.224"
"De Los Santos, Yerry","660787","2023","104","72",0.193,0.226,-0.033,0.295,0.351,-0.055999999999999994,0.257,0.299,-0.04199999999999998,"3.33","3.71","-0.381"
"Doyle, Tommy","656382","2023","103","72",0.256,0.279,-0.02300000000000002,0.5,0.475,0.025000000000000022,0.364,0.368,-0.0040000000000000036,"6.84","5.92","0.925"
"Varland, Gus","681402","2023","103","66",0.318,0.291,0.027000000000000024,0.518,0.473,0.04500000000000004,0.408,0.386,0.021999999999999964,"6.64","6.64","-0.001"
"Mahle, Tyler","641816","2023","102","69",0.227,0.216,0.01100000000000001,0.423,0.38,0.04299999999999998,0.294,0.275,0.01899999999999996,"3.16","3.11","0.046"
"Oller, Adam","670124","2023","101","75",0.341,0.312,0.029000000000000026,0.576,0.549,0.026999999999999913,0.417,0.409,0.008000000000000007,"10.07","7.67","2.398"
"Lee, Dylan","669276","2023","101","69",0.264,0.276,-0.01200000000000001,0.429,0.504,-0.07500000000000001,0.326,0.36,-0.033999999999999975,"4.18","5.62","-1.437"
"Underwood Jr., Duane","621249","2023","100","75",0.273,0.308,-0.034999999999999976,0.455,0.491,-0.035999999999999976,0.347,0.382,-0.03500000000000003,"5.18","6.48","-1.302"
"Smeltzer, Devin","656970","2023","100","76",0.315,0.308,0.007000000000000006,0.609,0.612,-0.0030000000000000027,0.413,0.414,-0.0010000000000000009,"6.45","7.92","-1.472"
"Sands, Cole","663485","2023","99","64",0.235,0.264,-0.029000000000000026,0.435,0.496,-0.061,0.34,0.374,-0.033999999999999975,"3.74","6.16","-2.422"
"Barnes, Matt","598264","2023","99","68",0.284,0.273,0.010999999999999954,0.386,0.39,-0.0040000000000000036,0.33,0.328,0.0020000000000000018,"5.48","4.55","0.934"
"Patiño, Luis","672715","2023","99","67",0.247,0.277,-0.030000000000000027,0.376,0.436,-0.06,0.327,0.36,-0.032999999999999974,"4.57","5.62","-1.051"
"Zastryzny, Rob","642239","2023","97","69",0.293,0.262,0.030999999999999972,0.402,0.378,0.02400000000000002,0.349,0.33,0.01899999999999996,"4.79","4.61","0.18"
"Guerra, Javy","642770","2023","97","59",0.236,0.272,-0.03600000000000003,0.347,0.424,-0.07700000000000001,0.347,0.395,-0.04800000000000004,"6.05","7.03","-0.978"
"Phillips, Connor","683175","2023","96","56",0.22,0.22,0,0.415,0.411,0.0040000000000000036,0.329,0.331,-0.0020000000000000018,"6.97","4.64","2.328"
"Lovelady, Richard","663992","2023","96","59",0.188,0.192,-0.0040000000000000036,0.375,0.365,0.010000000000000009,0.291,0.297,-0.006000000000000005,"4.63","3.66","0.969"
"Coleman, Dylan","669395","2023","96","51",0.261,0.24,0.02100000000000002,0.435,0.366,0.069,0.384,0.361,0.02300000000000002,"8.84","5.66","3.176"
"Cimber, Adam","643256","2023","95","72",0.301,0.291,0.010000000000000009,0.542,0.47,0.07200000000000006,0.393,0.371,0.02200000000000002,"7.40","6.04","1.363"
"Rucinski, Drew","607968","2023","95","74",0.346,0.318,0.02799999999999997,0.603,0.495,0.10799999999999998,0.439,0.407,0.03200000000000003,"9.00","7.58","1.42"
"Snider, Collin","676092","2023","95","71",0.296,0.274,0.021999999999999964,0.469,0.418,0.05099999999999999,0.373,0.349,0.02400000000000002,"4.87","5.23","-0.361"
"Jiménez, Dany","666204","2023","94","59",0.143,0.184,-0.04100000000000001,0.286,0.348,-0.062,0.248,0.297,-0.04899999999999999,"3.47","3.66","-0.189"
"Jarvis, Bryce","686826","2023","92","71",0.171,0.281,-0.11000000000000001,0.305,0.492,-0.187,0.246,0.363,-0.11699999999999999,"3.04","5.73","-2.688"
"Ramsey, Lane","682010","2023","92","65",0.313,0.246,0.067,0.4,0.333,0.067,0.339,0.297,0.04200000000000004,"5.85","3.66","2.19"
"Garza, Justin","621057","2023","91","61",0.286,0.308,-0.02200000000000002,0.506,0.585,-0.07899999999999996,0.378,0.419,-0.04099999999999998,"7.36","8.16","-0.796"
"Harris, Hobie","665048","2023","91","68",0.273,0.308,-0.034999999999999976,0.416,0.527,-0.11100000000000004,0.355,0.409,-0.05399999999999999,"5.12","7.67","-2.549"
"Bumgarner, Madison","518516","2023","90","64",0.347,0.328,0.01899999999999996,0.625,0.567,0.05800000000000005,0.451,0.429,0.02200000000000002,"10.26","8.68","1.58"
"Peralta, Sammy","671111","2023","90","61",0.241,0.237,0.0040000000000000036,0.392,0.362,0.030000000000000027,0.32,0.311,0.009000000000000008,"4.05","4.04","0.01"
"Reyes, Denyi","660593","2023","90","64",0.309,0.284,0.025000000000000022,0.481,0.431,0.04999999999999999,0.372,0.347,0.025000000000000022,"7.78","5.16","2.62"
"McArthur, James","663704","2023","90","64",0.235,0.225,0.009999999999999981,0.412,0.32,0.09199999999999997,0.28,0.267,0.013000000000000012,"4.63","2.93","1.699"
"Staumont, Josh","622251","2023","89","49",0.219,0.222,-0.0030000000000000027,0.288,0.355,-0.067,0.301,0.325,-0.02400000000000002,"5.40","4.45","0.95"
"Castillo, Max","666721","2023","89","67",0.267,0.31,-0.04299999999999998,0.427,0.454,-0.027000000000000024,0.342,0.373,-0.030999999999999972,"4.43","6.12","-1.694"
"Scott, Tayler","605463","2023","88","58",0.311,0.246,0.065,0.568,0.459,0.10899999999999993,0.407,0.351,0.055999999999999994,"5.60","5.30","0.304"
"Bass, Anthony","542914","2023","88","60",0.247,0.286,-0.03899999999999998,0.455,0.471,-0.01599999999999996,0.32,0.348,-0.02799999999999997,"4.95","5.20","-0.25"
"Rutledge, Jackson","671131","2023","88","68",0.304,0.274,0.02999999999999997,0.519,0.518,0.0010000000000000009,0.376,0.366,0.010000000000000009,"6.75","5.85","0.9"
"Means, John","607644","2023","88","73",0.159,0.262,-0.10300000000000001,0.354,0.482,-0.128,0.238,0.333,-0.09500000000000003,"2.66","4.70","-2.038"
"Mears, Nick","683232","2023","87","51",0.194,0.168,0.025999999999999995,0.319,0.257,0.062,0.299,0.271,0.02799999999999997,"3.72","3.02","0.704"
"Weissert, Greg","669711","2023","87","56",0.273,0.248,0.025000000000000022,0.416,0.403,0.012999999999999956,0.336,0.323,0.013000000000000012,"4.05","4.39","-0.34"
"Garrett, Reed","657585","2023","87","63",0.282,0.249,0.032999999999999974,0.462,0.428,0.03400000000000003,0.347,0.33,0.01699999999999996,"6.41","4.61","1.797"
"Carlton, Drew","656290","2023","85","59",0.243,0.241,0.0020000000000000018,0.378,0.417,-0.03899999999999998,0.298,0.323,-0.025000000000000022,"4.36","4.39","-0.035"
"Boxberger, Brad","502202","2023","84","55",0.208,0.241,-0.033,0.403,0.418,-0.014999999999999958,0.314,0.336,-0.02200000000000002,"4.95","4.80","0.15"
"Vines, Darius","670241","2023","84","62",0.203,0.221,-0.017999999999999988,0.419,0.416,0.0030000000000000027,0.294,0.311,-0.017000000000000015,"3.98","4.04","-0.056"
"Kennedy, Brett","664028","2023","83","64",0.275,0.263,0.01200000000000001,0.478,0.41,0.068,0.352,0.343,0.008999999999999952,"6.50","5.03","1.47"
"Taylor, Josh","657031","2023","83","48",0.306,0.249,0.056999999999999995,0.542,0.487,0.05500000000000005,0.381,0.343,0.03799999999999998,"8.15","5.03","3.121"
"Heller, Ben","621294","2023","82","53",0.232,0.234,-0.0020000000000000018,0.362,0.369,-0.007000000000000006,0.323,0.33,-0.007000000000000006,"3.86","4.61","-0.753"
"Gipson-Long, Sawyer","687830","2023","82","48",0.189,0.173,0.016000000000000014,0.351,0.29,0.061,0.272,0.246,0.026000000000000023,"2.70","2.48","0.22"
"Richardson, Lyon","680689","2023","81","54",0.258,0.274,-0.016000000000000014,0.576,0.575,0.0010000000000000009,0.411,0.421,-0.010000000000000009,"8.64","8.26","0.38"
"Adams, Austin","613534","2023","81","46",0.235,0.195,0.03999999999999998,0.294,0.301,-0.007000000000000006,0.306,0.292,0.014000000000000012,"5.71","3.53","2.182"
"Curtiss, John","595928","2023","81","57",0.236,0.2,0.035999999999999976,0.389,0.371,0.018000000000000016,0.304,0.284,0.020000000000000018,"4.58","3.33","1.246"
"Hall, DL","669084","2023","81","53",0.237,0.219,0.017999999999999988,0.382,0.341,0.04099999999999998,0.289,0.269,0.019999999999999962,"3.26","2.98","0.279"
"Márquez, Germán","608566","2023","80","58",0.257,0.273,-0.016000000000000014,0.527,0.504,0.02300000000000002,0.336,0.339,-0.0030000000000000027,"4.95","4.90","0.05"
"Ortiz, Luis F.","656814","2023","80","59",0.311,0.265,0.045999999999999985,0.446,0.371,0.07500000000000001,0.347,0.302,0.044999999999999984,"3.32","3.79","-0.474"
"Naile, James","664942","2023","80","64",0.38,0.359,0.02100000000000002,0.479,0.484,-0.0050000000000000044,0.408,0.403,0.004999999999999949,"8.80","7.39","1.414"
"Jackson, Zach","667427","2023","80","47",0.261,0.22,0.04100000000000001,0.333,0.325,0.008000000000000007,0.313,0.292,0.02100000000000002,"2.50","3.53","-1.03"
"Hill, Garrett","682051","2023","80","50",0.302,0.23,0.07199999999999998,0.587,0.443,0.14399999999999996,0.429,0.361,0.068,"9.19","5.66","3.531"
"Rogers, Trevor","669432","2023","79","51",0.229,0.217,0.01200000000000001,0.329,0.398,-0.069,0.292,0.312,-0.020000000000000018,"4.00","4.07","-0.07"
"Bachman, Sam","696147","2023","77","51",0.262,0.277,-0.015000000000000013,0.292,0.331,-0.039000000000000035,0.308,0.328,-0.020000000000000018,"3.18","4.55","-1.374"
"Wingenter, Trey","622259","2023","76","44",0.246,0.202,0.043999999999999984,0.4,0.38,0.020000000000000018,0.327,0.304,0.02300000000000002,"5.82","3.85","1.974"
"Kinley, Tyler","641755","2023","76","52",0.318,0.253,0.065,0.515,0.423,0.09200000000000003,0.377,0.334,0.04299999999999998,"6.06","4.73","1.331"
"Hearn, Taylor","621368","2023","76","53",0.338,0.284,0.05400000000000005,0.574,0.517,0.05699999999999994,0.418,0.378,0.03999999999999998,"11.40","6.32","5.08"
"Tapia, Domingo","593619","2023","75","48",0.21,0.216,-0.006000000000000005,0.355,0.298,0.056999999999999995,0.313,0.299,0.014000000000000012,"3.57","3.71","-0.144"
"Alcala, Jorge","660896","2023","75","48",0.222,0.223,-0.0010000000000000009,0.508,0.471,0.03700000000000003,0.356,0.371,-0.015000000000000013,"6.23","6.04","0.191"
"Kennedy, Ian","453178","2023","75","45",0.246,0.226,0.01999999999999999,0.477,0.386,0.09099999999999997,0.347,0.315,0.03199999999999997,"7.16","4.16","3.003"
"Pérez, Francisco","660906","2023","74","51",0.266,0.254,0.01200000000000001,0.391,0.372,0.019000000000000017,0.321,0.322,-0.0010000000000000009,"5.94","4.36","1.58"
"McKenzie, Triston","663474","2023","73","44",0.2,0.217,-0.016999999999999987,0.35,0.389,-0.039000000000000035,0.314,0.335,-0.02100000000000002,"5.06","4.77","0.293"
"Gilbert, Tyler","656457","2023","72","48",0.313,0.303,0.010000000000000009,0.537,0.509,0.028000000000000025,0.382,0.371,0.01100000000000001,"5.19","6.04","-0.848"
"Kelly, Michael","547184","2023","71","46",0.21,0.248,-0.038000000000000006,0.258,0.316,-0.057999999999999996,0.265,0.301,-0.035999999999999976,"3.78","3.77","0.01"
"De León, José","592254","2023","70","47",0.25,0.255,-0.0050000000000000044,0.359,0.4,-0.041000000000000036,0.299,0.316,-0.017000000000000015,"4.67","4.19","0.483"
"Sanmartin, Reiver","665665","2023","70","47",0.288,0.228,0.05999999999999997,0.424,0.33,0.09399999999999997,0.356,0.303,0.05299999999999999,"7.07","3.82","3.251"
"Kelley, Trevor","665001","2023","69","50",0.262,0.255,0.007000000000000006,0.541,0.479,0.062000000000000055,0.373,0.351,0.02200000000000002,"5.87","5.30","0.57"
"Mushinski, Parker","656786","2023","69","46",0.311,0.246,0.065,0.623,0.474,0.14900000000000002,0.428,0.351,0.07700000000000001,"5.52","5.30","0.223"
"Loáisiga, Jonathan","642528","2023","69","60",0.219,0.228,-0.009000000000000008,0.328,0.323,0.0050000000000000044,0.241,0.254,-0.013000000000000012,"3.06","2.65","0.407"
"Bubic, Kris","663460","2023","68","49",0.292,0.268,0.023999999999999966,0.385,0.422,-0.03699999999999998,0.31,0.315,-0.0050000000000000044,"3.94","4.16","-0.222"
"Bazardo, Eduard","660825","2023","67","48",0.238,0.227,0.010999999999999982,0.429,0.396,0.032999999999999974,0.305,0.29,0.015000000000000013,"4.50","3.48","1.02"
"Solomon, Peter","656981","2023","67","49",0.309,0.322,-0.013000000000000012,0.6,0.561,0.038999999999999924,0.435,0.433,0.0020000000000000018,"12.15","8.90","3.25"
"García, Deivi","665620","2023","67","44",0.173,0.209,-0.036000000000000004,0.385,0.399,-0.014000000000000012,0.314,0.344,-0.02999999999999997,"2.40","5.06","-2.66"
"Kay, Anthony","641743","2023","66","44",0.241,0.302,-0.061,0.444,0.487,-0.04299999999999998,0.352,0.393,-0.041000000000000036,"6.14","6.94","-0.804"
"Rodríguez, Yerry","666720","2023","66","45",0.339,0.262,0.07700000000000001,0.508,0.373,0.135,0.381,0.304,0.07700000000000001,"7.90","3.85","4.052"
"Tarnok, Freddy","676206","2023","65","40",0.204,0.256,-0.05200000000000002,0.5,0.55,-0.050000000000000044,0.358,0.398,-0.040000000000000036,"4.91","7.17","-2.261"
"Crismatt, Nabil","622503","2023","65","45",0.333,0.24,0.09300000000000003,0.544,0.393,0.15100000000000002,0.413,0.325,0.08799999999999997,"8.31","4.45","3.858"
"Luetge, Lucas","476595","2023","65","43",0.304,0.28,0.023999999999999966,0.429,0.392,0.03699999999999998,0.357,0.338,0.01899999999999996,"7.24","4.86","2.384"
"Spiers, Carson","686730","2023","64","45",0.321,0.259,0.062,0.429,0.366,0.063,0.359,0.313,0.045999999999999985,"6.92","4.10","2.823"
"Felipe, Angel","665734","2023","64","31",0.12,0.149,-0.028999999999999998,0.14,0.18,-0.03999999999999998,0.241,0.265,-0.02400000000000002,"4.20","2.89","1.31"
"Familia, Jeurys","544727","2023","64","41",0.271,0.25,0.02100000000000002,0.458,0.407,0.051000000000000045,0.39,0.372,0.018000000000000016,"6.39","6.08","0.315"
"Miller, Tyson","668338","2023","64","47",0.232,0.309,-0.07699999999999999,0.393,0.517,-0.124,0.308,0.387,-0.07900000000000001,"4.70","6.69","-1.994"
"Crochet, Garrett","676979","2023","64","38",0.255,0.24,0.015000000000000013,0.404,0.404,0,0.364,0.382,-0.018000000000000016,"3.55","6.48","-2.927"
"Heasley, Jonathan","669169","2023","63","51",0.288,0.341,-0.05300000000000005,0.61,0.627,-0.017000000000000015,0.383,0.424,-0.04099999999999998,"7.20","8.42","-1.22"
"Hughes, Brandon","676714","2023","63","37",0.264,0.26,0.0040000000000000036,0.415,0.453,-0.038000000000000034,0.343,0.354,-0.010999999999999954,"7.24","5.41","1.834"
"Norris, Daniel","596057","2023","63","39",0.204,0.259,-0.05500000000000002,0.408,0.532,-0.12400000000000005,0.343,0.417,-0.07399999999999995,"5.68","8.06","-2.376"
"Yacabonis, Jimmy","642231","2023","62","44",0.259,0.255,0.0040000000000000036,0.444,0.446,-0.0020000000000000018,0.338,0.343,-0.0050000000000000044,"6.58","5.03","1.555"
"Cruz, Steven","674444","2023","62","35",0.22,0.204,0.016000000000000014,0.4,0.374,0.026000000000000023,0.344,0.334,0.009999999999999953,"4.97","4.73","0.244"
"Ortega, Oliver","661383","2023","62","41",0.204,0.174,0.03,0.333,0.313,0.020000000000000018,0.278,0.259,0.019000000000000017,"4.29","2.75","1.545"
"Barnes, Jacob","606930","2023","61","49",0.316,0.251,0.065,0.474,0.394,0.07999999999999996,0.36,0.305,0.05499999999999999,"5.93","3.88","2.047"
"Salazar, Eduardo","674285","2023","61","47",0.327,0.295,0.03200000000000003,0.388,0.392,-0.0040000000000000036,0.354,0.364,-0.010000000000000009,"8.03","5.77","2.257"
"Legumina, Casey","668984","2023","61","41",0.308,0.25,0.057999999999999996,0.596,0.399,0.19699999999999995,0.425,0.339,0.08599999999999997,"5.68","4.90","0.784"
"Newcomb, Sean","656794","2023","61","33",0.16,0.192,-0.032,0.26,0.334,-0.07400000000000001,0.272,0.31,-0.03799999999999998,"3.00","4.01","-1.01"
"Zimmermann, Bruce","669145","2023","61","45",0.293,0.258,0.034999999999999976,0.5,0.428,0.07200000000000001,0.343,0.305,0.038000000000000034,"4.72","3.88","0.845"
"De Jong, Chase","608328","2023","60","45",0.367,0.315,0.05199999999999999,0.837,0.647,0.18999999999999995,0.501,0.427,0.07400000000000001,"13.50","8.58","4.92"
"White, Mitch","669952","2023","60","40",0.294,0.239,0.05499999999999999,0.529,0.431,0.09800000000000003,0.375,0.337,0.03799999999999998,"7.11","4.83","2.275"
"Garcia, Rico","670329","2023","60","44",0.358,0.337,0.020999999999999963,0.717,0.649,0.06799999999999995,0.467,0.439,0.028000000000000025,"9.26","9.23","0.027"
"Weber, Ryan","543901","2023","60","51",0.298,0.299,-0.0010000000000000009,0.474,0.502,-0.028000000000000025,0.335,0.355,-0.019999999999999962,"3.14","5.44","-2.3"
"Boyle, Joe","671212","2023","60","40",0.148,0.165,-0.017000000000000015,0.259,0.268,-0.009000000000000008,0.212,0.232,-0.020000000000000018,"1.69","2.21","-0.522"
"Smith, Chad","663385","2023","60","42",0.294,0.251,0.04299999999999998,0.451,0.443,0.008000000000000007,0.375,0.357,0.018000000000000016,"6.58","5.51","1.075"
"Vespi, Nick","663989","2023","59","47",0.286,0.253,0.032999999999999974,0.5,0.408,0.09200000000000003,0.344,0.298,0.045999999999999985,"4.29","3.69","0.605"
"Adcock, Ty","686654","2023","58","47",0.19,0.31,-0.12,0.448,0.574,-0.12599999999999995,0.263,0.375,-0.11199999999999999,"3.45","6.20","-2.753"
"Weiss, Zack","592848","2023","58","36",0.18,0.238,-0.057999999999999996,0.44,0.428,0.01200000000000001,0.305,0.328,-0.02300000000000002,"3.21","4.55","-1.336"
"Kuhnel, Joel","669270","2023","58","49",0.308,0.321,-0.013000000000000012,0.481,0.499,-0.018000000000000016,0.368,0.382,-0.014000000000000012,"5.54","6.48","-0.942"
"Murfee, Penn","682171","2023","58","31",0.109,0.205,-0.09599999999999999,0.196,0.286,-0.08999999999999997,0.213,0.283,-0.06999999999999998,"1.29","3.31","-2.024"
"Martinez, Justin","679885","2023","57","30",0.295,0.243,0.05199999999999999,0.523,0.392,0.131,0.42,0.364,0.055999999999999994,"12.60","5.77","6.83"
"Tepera, Ryan","572193","2023","57","37",0.375,0.262,0.11299999999999999,0.583,0.446,0.13699999999999996,0.442,0.346,0.09600000000000003,"7.59","5.13","2.464"
"Pop, Zach","647315","2023","56","36",0.22,0.248,-0.027999999999999997,0.48,0.488,-0.008000000000000007,0.334,0.352,-0.01799999999999996,"6.58","5.34","1.245"
"Estrada, Jeremiah","669093","2023","56","31",0.279,0.326,-0.046999999999999986,0.605,0.734,-0.129,0.426,0.486,-0.06,"6.75","12.26","-5.51"
"Allard, Kolby","663465","2023","56","39",0.308,0.294,0.014000000000000012,0.481,0.481,0,0.361,0.356,0.0050000000000000044,"6.57","5.48","1.088"
"Snead, Kirby","669912","2023","56","41",0.28,0.314,-0.033999999999999975,0.38,0.514,-0.134,0.321,0.386,-0.065,"4.63","6.64","-2.011"
"Stoudt, Levi","686651","2023","55","38",0.348,0.287,0.061,0.543,0.388,0.15500000000000003,0.416,0.346,0.07,"9.58","5.13","4.451"
"Misiewicz, Anthony","664948","2023","55","41",0.354,0.336,0.01799999999999996,0.625,0.549,0.07599999999999996,0.434,0.415,0.019000000000000017,"7.36","7.96","-0.596"
"Overton, Connor","656818","2023","55","39",0.404,0.289,0.11500000000000005,0.766,0.525,0.241,0.506,0.386,0.12,"11.46","6.64","4.815"
"Patton, Spencer","607359","2023","55","42",0.277,0.299,-0.021999999999999964,0.574,0.607,-0.03300000000000003,0.372,0.411,-0.03899999999999998,"5.11","7.77","-2.662"
"Springs, Jeffrey","605488","2023","55","26",0.08,0.152,-0.072,0.14,0.22,-0.07999999999999999,0.138,0.2,-0.062,"0.56","1.67","-1.107"
"Lopez, Jacob","682052","2023","54","42",0.28,0.311,-0.030999999999999972,0.4,0.447,-0.046999999999999986,0.321,0.355,-0.033999999999999975,"4.38","5.44","-1.062"
"Díaz, Miguel","622766","2023","54","33",0.163,0.205,-0.04199999999999998,0.204,0.285,-0.08099999999999999,0.209,0.259,-0.05000000000000002,"0.64","2.75","-2.107"
"Green, Chad","643338","2023","52","32",0.25,0.222,0.027999999999999997,0.417,0.326,0.09099999999999997,0.305,0.262,0.04299999999999998,"5.25","2.82","2.43"
"Daniel, Davis","669721","2023","52","34",0.167,0.186,-0.01899999999999999,0.333,0.294,0.039000000000000035,0.288,0.291,-0.0030000000000000027,"2.19","3.51","-1.321"
"Stephens, Jackson","623451","2023","52","36",0.283,0.244,0.03899999999999998,0.37,0.34,0.02999999999999997,0.322,0.296,0.026000000000000023,"3.00","3.63","-0.63"
"Cronin, Declan","686539","2023","51","34",0.262,0.295,-0.032999999999999974,0.5,0.482,0.018000000000000016,0.387,0.398,-0.01100000000000001,"9.00","7.17","1.83"
"Otto, Glenn","657248","2023","51","34",0.311,0.258,0.05299999999999999,0.711,0.632,0.07899999999999996,0.456,0.41,0.04600000000000004,"10.13","7.72","2.405"
"Rodríguez, Joely","570257","2023","51","31",0.289,0.276,0.012999999999999956,0.489,0.459,0.02999999999999997,0.372,0.358,0.014000000000000012,"6.54","5.55","0.995"
"Mejía, J.C.","650496","2023","50","33",0.326,0.326,0,0.478,0.503,-0.025000000000000022,0.373,0.384,-0.01100000000000001,"5.56","6.56","-1.001"
"Santana, Dennis","642701","2023","50","30",0.244,0.263,-0.019000000000000017,0.463,0.474,-0.010999999999999954,0.355,0.368,-0.013000000000000012,"5.91","5.92","-0.014"
"Kittredge, Andrew","552640","2023","50","37",0.255,0.273,-0.018000000000000016,0.383,0.391,-0.008000000000000007,0.298,0.311,-0.013000000000000012,"3.09","4.04","-0.954"
"Logue, Zach","656657","2023","49","37",0.277,0.251,0.026000000000000023,0.511,0.418,0.09300000000000003,0.346,0.303,0.04299999999999998,"7.36","3.82","3.544"
"Reyes, Gerardo","622103","2023","49","31",0.275,0.253,0.02200000000000002,0.525,0.483,0.04200000000000004,0.388,0.374,0.014000000000000012,"7.45","6.16","1.288"
"Hancock, Emerson","676106","2023","49","40",0.283,0.236,0.046999999999999986,0.348,0.354,-0.006000000000000005,0.3,0.284,0.016000000000000014,"4.50","3.33","1.17"
"Marte, José","665896","2023","48","34",0.359,0.249,0.10999999999999999,0.667,0.489,0.17800000000000005,0.452,0.374,0.07800000000000001,"8.68","6.16","2.519"
"Then, Juan","672730","2023","48","41",0.304,0.293,0.01100000000000001,0.543,0.455,0.08800000000000002,0.372,0.336,0.035999999999999976,"4.91","4.80","0.109"
"Walker, Josh","677020","2023","48","30",0.286,0.241,0.044999999999999984,0.452,0.435,0.017000000000000015,0.362,0.338,0.023999999999999966,"8.10","4.86","3.24"
"Bush, Matt","456713","2023","48","32",0.262,0.34,-0.07800000000000001,0.69,0.686,0.0039999999999998925,0.429,0.466,-0.03700000000000003,"9.58","10.87","-1.289"
"Cleavinger, Garrett","664076","2023","48","27",0.146,0.175,-0.028999999999999998,0.317,0.393,-0.07600000000000001,0.267,0.304,-0.03699999999999998,"3.00","3.85","-0.85"
"Joyce, Ben","690829","2023","48","28",0.243,0.213,0.03,0.351,0.347,0.0040000000000000036,0.342,0.336,0.006000000000000005,"5.40","4.80","0.6"
"Acevedo, Domingo","642758","2023","47","37",0.381,0.37,0.01100000000000001,0.738,0.605,0.133,0.456,0.422,0.03400000000000003,"10.61","8.32","2.287"
"Stratton, Hunter","676702","2023","47","33",0.209,0.246,-0.037000000000000005,0.465,0.441,0.02400000000000002,0.314,0.327,-0.013000000000000012,"2.25","4.51","-2.26"
"Crowe, Wil","640444","2023","47","28",0.243,0.341,-0.09800000000000003,0.405,0.587,-0.18199999999999994,0.357,0.457,-0.10000000000000003,"4.66","10.29","-5.635"
"Estes, Joey","683155","2023","47","35",0.286,0.281,0.004999999999999949,0.643,0.649,-0.006000000000000005,0.414,0.415,-0.0010000000000000009,"7.20","7.96","-0.76"
