"last_name, first_name","player_id","year","pa","bip","ba","est_ba","est_ba_minus_ba_diff","slg","est_slg","est_slg_minus_slg_diff","woba","est_woba","est_woba_minus_woba_diff","era","xera","era_minus_xera_diff"
"Fleming, Josh","676596","2023","221","177",0.281,0.29,-0.008999999999999952,0.467,0.458,0.009000000000000008,0.342,0.351,-0.008999999999999952,"4.70","5.30","-0.597"
"Silseth, Chase","681217","2023","221","137",0.212,0.234,-0.02200000000000002,0.399,0.393,0.006000000000000005,0.313,0.323,-0.010000000000000009,"3.96","4.39","-0.435"
"Avila, Pedro","658648","2023","220","136",0.23,0.231,-0.0010000000000000009,0.337,0.335,0.0020000000000000018,0.304,0.307,-0.0030000000000000027,"3.22","3.93","-0.711"
"Wilson, Steven","621051","2023","219","132",0.185,0.185,0,0.354,0.347,0.007000000000000006,0.289,0.288,0.0010000000000000009,"3.91","3.43","0.476"
"Vasquez, Andrew","607755","2023","219","146",0.247,0.224,0.022999999999999993,0.355,0.347,0.008000000000000007,0.316,0.306,0.010000000000000009,"3.35","3.90","-0.548"
"Moore, Matt","519043","2023","218","140",0.232,0.213,0.019000000000000017,0.399,0.369,0.030000000000000027,0.296,0.283,0.013000000000000012,"2.56","3.31","-0.747"
"Cueto, Johnny","456501","2023","218","161",0.256,0.252,0.0040000000000000036,0.543,0.489,0.05400000000000005,0.362,0.346,0.016000000000000014,"6.02","5.13","0.889"
"Vesia, Alex","681911","2023","217","134",0.263,0.226,0.037000000000000005,0.414,0.381,0.032999999999999974,0.318,0.291,0.027000000000000024,"4.35","3.51","0.839"
"Speier, Gabe","642100","2023","216","138",0.235,0.243,-0.008000000000000007,0.375,0.389,-0.014000000000000012,0.278,0.292,-0.013999999999999957,"3.79","3.53","0.257"
"Bernardino, Brennan","657514","2023","216","134",0.25,0.243,0.007000000000000006,0.375,0.375,0,0.313,0.312,0.0010000000000000009,"3.20","4.07","-0.873"
"Rogers, Taylor","573124","2023","216","124",0.211,0.207,0.0040000000000000036,0.357,0.354,0.0030000000000000027,0.292,0.293,-0.0010000000000000009,"3.83","3.56","0.272"
"Sborz, Josh","622250","2023","215","130",0.219,0.214,0.0050000000000000044,0.383,0.362,0.02100000000000002,0.291,0.284,0.007000000000000006,"5.50","3.33","2.173"
"Mayza, Tim","641835","2023","215","147",0.251,0.252,-0.0010000000000000009,0.342,0.355,-0.012999999999999956,0.279,0.287,-0.007999999999999952,"1.52","3.40","-1.881"
"Gonzales, Marco","594835","2023","215","163",0.282,0.286,-0.0040000000000000036,0.431,0.441,-0.010000000000000009,0.334,0.348,-0.013999999999999957,"5.22","5.20","0.02"
"Stanek, Ryne","592773","2023","213","140",0.221,0.22,0.0010000000000000009,0.389,0.396,-0.007000000000000006,0.3,0.307,-0.007000000000000006,"4.09","3.93","0.156"
"Murphy, Chris","669684","2023","212","145",0.263,0.235,0.028000000000000025,0.416,0.361,0.05499999999999999,0.321,0.298,0.02300000000000002,"4.91","3.69","1.219"
"Middleton, Keynan","641871","2023","212","124",0.214,0.213,0.0010000000000000009,0.364,0.363,0.0010000000000000009,0.296,0.298,-0.0020000000000000018,"3.38","3.69","-0.315"
"Lauer, Eric","641778","2023","211","144",0.292,0.303,-0.01100000000000001,0.616,0.565,0.051000000000000045,0.411,0.404,0.006999999999999951,"6.56","7.44","-0.883"
"Muñoz, Andrés","662253","2023","211","117",0.217,0.203,0.013999999999999985,0.304,0.286,0.018000000000000016,0.279,0.269,0.010000000000000009,"2.94","2.98","-0.041"
"Keller, Brad","641745","2023","211","132",0.259,0.232,0.026999999999999996,0.364,0.38,-0.016000000000000014,0.364,0.36,0.0040000000000000036,"4.57","5.62","-1.054"
"Coulombe, Danny","543056","2023","210","138",0.231,0.219,0.01200000000000001,0.323,0.342,-0.019000000000000017,0.269,0.272,-0.0030000000000000027,"2.81","3.04","-0.235"
"Hoffman, Jeff","656546","2023","208","118",0.158,0.188,-0.03,0.257,0.278,-0.02100000000000002,0.226,0.249,-0.022999999999999993,"2.41","2.54","-0.132"
"Alexander, Scott","518397","2023","208","165",0.282,0.267,0.014999999999999958,0.369,0.375,-0.006000000000000005,0.299,0.297,0.0020000000000000018,"4.66","3.66","0.995"
"Machado, Andrés","600921","2023","207","150",0.282,0.287,-0.0050000000000000044,0.521,0.513,0.008000000000000007,0.356,0.358,-0.0020000000000000018,"5.22","5.55","-0.33"
"Almonte, Yency","622075","2023","207","131",0.239,0.245,-0.006000000000000005,0.372,0.37,0.0020000000000000018,0.314,0.318,-0.0040000000000000036,"5.06","4.24","0.823"
"Armstrong, Shawn","542888","2023","207","138",0.188,0.206,-0.017999999999999988,0.272,0.303,-0.030999999999999972,0.233,0.253,-0.01999999999999999,"1.39","2.63","-1.245"
"Saucedo, Tayler","642048","2023","207","135",0.234,0.246,-0.011999999999999983,0.309,0.337,-0.028000000000000025,0.298,0.315,-0.017000000000000015,"3.59","4.16","-0.573"
"Ruiz, José","614179","2023","207","141",0.292,0.266,0.025999999999999968,0.522,0.453,0.069,0.385,0.354,0.031000000000000028,"5.89","5.41","0.477"
"Marinaccio, Ron","676760","2023","205","114",0.208,0.205,0.0030000000000000027,0.357,0.374,-0.017000000000000015,0.315,0.327,-0.01200000000000001,"3.99","4.51","-0.517"
"May, Trevor","543507","2023","205","133",0.208,0.242,-0.034,0.327,0.382,-0.05499999999999999,0.29,0.326,-0.03600000000000003,"3.28","4.48","-1.201"
"Cosgrove, Tom","676680","2023","205","137",0.173,0.184,-0.01100000000000001,0.246,0.264,-0.018000000000000016,0.238,0.252,-0.014000000000000012,"1.75","2.61","-0.857"
"Schreiber, John","670167","2023","204","122",0.237,0.218,0.01899999999999999,0.399,0.355,0.04400000000000004,0.324,0.307,0.017000000000000015,"3.86","3.93","-0.073"
"Ureña, José","570632","2023","203","151",0.284,0.267,0.01699999999999996,0.597,0.496,0.10099999999999998,0.398,0.362,0.03600000000000003,"6.45","5.70","0.748"
"Hill, Tim","657612","2023","202","156",0.331,0.274,0.056999999999999995,0.511,0.42,0.09100000000000003,0.39,0.339,0.05099999999999999,"5.48","4.90","0.581"
"Feltner, Ryan","663372","2023","201","133",0.265,0.248,0.017000000000000015,0.359,0.355,0.0040000000000000036,0.331,0.325,0.006000000000000005,"5.82","4.45","1.365"
"Stephenson, Robert","596112","2023","201","108",0.165,0.179,-0.013999999999999985,0.341,0.35,-0.008999999999999952,0.243,0.257,-0.014000000000000012,"3.10","2.71","0.386"
"Long, Sam","669674","2023","199","145",0.282,0.277,0.004999999999999949,0.437,0.428,0.009000000000000008,0.341,0.338,0.0030000000000000027,"5.60","4.86","0.74"
"Martin, Chris","455119","2023","199","145",0.237,0.264,-0.027000000000000024,0.3,0.348,-0.04799999999999999,0.243,0.28,-0.03700000000000003,"1.05","3.23","-2.178"
"Vest, Will","676684","2023","199","129",0.216,0.222,-0.006000000000000005,0.324,0.346,-0.021999999999999964,0.259,0.27,-0.01100000000000001,"2.98","3.00","-0.021"
"Pruitt, Austin","643493","2023","197","153",0.243,0.255,-0.01200000000000001,0.37,0.424,-0.05399999999999999,0.288,0.315,-0.027000000000000024,"2.98","4.16","-1.181"
"Lucchesi, Joey","664192","2023","195","144",0.251,0.273,-0.02200000000000002,0.394,0.469,-0.07499999999999996,0.316,0.355,-0.03899999999999998,"2.89","5.44","-2.547"
"Martinez, Seth","661527","2023","195","125",0.265,0.267,-0.0020000000000000018,0.435,0.45,-0.015000000000000013,0.345,0.353,-0.008000000000000007,"5.23","5.37","-0.137"
"Shreve, Chasen","592741","2023","193","133",0.266,0.245,0.02100000000000002,0.445,0.415,0.030000000000000027,0.325,0.314,0.01100000000000001,"4.63","4.13","0.504"
"Beeks, Jalen","656222","2023","192","123",0.251,0.213,0.038000000000000006,0.383,0.326,0.056999999999999995,0.317,0.293,0.02400000000000002,"5.95","3.56","2.393"
"Covey, Dylan","592229","2023","191","142",0.282,0.286,-0.0040000000000000036,0.412,0.408,0.0040000000000000036,0.332,0.338,-0.006000000000000005,"3.77","4.86","-1.093"
"Shaw, Bryan","543766","2023","190","127",0.235,0.23,0.004999999999999977,0.337,0.344,-0.006999999999999951,0.299,0.3,-0.0010000000000000009,"4.14","3.74","0.399"
"Jansen, Kenley","445276","2023","188","117",0.237,0.205,0.032,0.379,0.345,0.03400000000000003,0.303,0.28,0.022999999999999965,"3.63","3.23","0.397"
"Kuhl, Chad","641771","2023","187","125",0.313,0.311,0.0020000000000000018,0.567,0.604,-0.03700000000000003,0.412,0.433,-0.02100000000000002,"8.45","8.90","-0.448"
"May, Dustin","669160","2023","187","135",0.173,0.23,-0.05700000000000002,0.25,0.335,-0.08500000000000002,0.229,0.286,-0.05699999999999997,"2.63","3.38","-0.755"
"Baker, Bryan","641329","2023","186","110",0.21,0.196,0.013999999999999985,0.338,0.317,0.02100000000000002,0.287,0.283,0.0040000000000000036,"3.60","3.31","0.29"
"Soriano, José","667755","2023","185","99",0.214,0.209,0.0050000000000000044,0.325,0.352,-0.02699999999999997,0.303,0.312,-0.009000000000000008,"3.64","4.07","-0.427"
"Fairbanks, Pete","664126","2023","184","92",0.164,0.173,-0.00899999999999998,0.233,0.255,-0.021999999999999992,0.24,0.252,-0.01200000000000001,"2.58","2.61","-0.029"
"Moran, Jovani","663558","2023","184","109",0.226,0.215,0.01100000000000001,0.342,0.328,0.014000000000000012,0.307,0.3,0.007000000000000006,"5.32","3.74","1.575"
"Abbott, Cory","676265","2023","184","120",0.306,0.255,0.05099999999999999,0.516,0.431,0.08500000000000002,0.388,0.344,0.04400000000000004,"6.64","5.06","1.576"
"Pearson, Nate","663878","2023","182","118",0.226,0.221,0.0050000000000000044,0.409,0.388,0.020999999999999963,0.31,0.304,0.006000000000000005,"4.85","3.85","1.002"
"Marte, Yunior","628708","2023","182","126",0.288,0.261,0.02699999999999997,0.46,0.423,0.03700000000000003,0.354,0.333,0.020999999999999963,"5.03","4.70","0.334"
"Zerpa, Angel","672582","2023","182","134",0.272,0.258,0.014000000000000012,0.462,0.426,0.03600000000000003,0.335,0.318,0.017000000000000015,"4.85","4.24","0.612"
"Gaddis, Hunter","683769","2023","182","140",0.255,0.235,0.020000000000000018,0.447,0.396,0.05099999999999999,0.331,0.311,0.020000000000000018,"4.50","4.04","0.46"
"Alexander, Tyler","641302","2023","181","129",0.256,0.236,0.020000000000000018,0.453,0.426,0.027000000000000024,0.313,0.296,0.017000000000000015,"4.50","3.63","0.87"
"Butto, José","676130","2023","179","118",0.212,0.236,-0.023999999999999994,0.301,0.335,-0.03400000000000003,0.281,0.305,-0.023999999999999966,"3.64","3.88","-0.237"
"Rasmussen, Drew","656876","2023","177","118",0.221,0.225,-0.0040000000000000036,0.294,0.316,-0.02200000000000002,0.253,0.264,-0.01100000000000001,"2.62","2.86","-0.241"
"White, Brendan","686839","2023","177","113",0.258,0.25,0.008000000000000007,0.387,0.396,-0.009000000000000008,0.322,0.327,-0.0050000000000000044,"5.09","4.51","0.58"
"Rucker, Michael","621074","2023","176","114",0.257,0.242,0.015000000000000013,0.434,0.4,0.033999999999999975,0.339,0.328,0.01100000000000001,"4.91","4.55","0.359"
"Ramirez, Yohan","670990","2023","176","113",0.265,0.239,0.026000000000000023,0.361,0.338,0.022999999999999965,0.335,0.319,0.016000000000000014,"4.23","4.27","-0.044"
"Chargois, JT","608638","2023","174","119",0.232,0.226,0.006000000000000005,0.377,0.356,0.02100000000000002,0.297,0.292,0.0050000000000000044,"3.61","3.53","0.084"
"Jameson, Drey","686753","2023","174","118",0.26,0.252,0.008000000000000007,0.416,0.505,-0.08900000000000002,0.33,0.359,-0.02899999999999997,"3.32","5.59","-2.27"
"Devenski, Chris","606965","2023","173","119",0.229,0.251,-0.021999999999999992,0.382,0.45,-0.068,0.283,0.327,-0.04400000000000004,"4.46","4.51","-0.045"
"Waldron, Matt","663362","2023","173","130",0.244,0.256,-0.01200000000000001,0.481,0.439,0.04199999999999998,0.328,0.323,0.0050000000000000044,"4.36","4.39","-0.035"
"Alvarado, José","621237","2023","172","90",0.196,0.203,-0.007000000000000006,0.307,0.292,0.015000000000000013,0.262,0.261,0.0010000000000000009,"1.74","2.80","-1.058"
"Keuchel, Dallas","572971","2023","172","127",0.298,0.289,0.009000000000000008,0.457,0.449,0.008000000000000007,0.363,0.359,0.0040000000000000036,"5.97","5.59","0.383"
"Winn, Keaton","676775","2023","172","123",0.231,0.239,-0.00799999999999998,0.417,0.42,-0.0030000000000000027,0.304,0.318,-0.014000000000000012,"4.68","4.24","0.437"
"Lambert, Jimmy","669424","2023","172","110",0.273,0.273,0,0.56,0.485,0.07500000000000007,0.385,0.362,0.02300000000000002,"5.26","5.70","-0.443"
"Ramirez, Nick","598286","2023","172","134",0.256,0.262,-0.006000000000000005,0.356,0.394,-0.038000000000000034,0.286,0.305,-0.019000000000000017,"2.66","3.88","-1.224"
"Karinchak, James","675916","2023","171","88",0.185,0.202,-0.017000000000000015,0.363,0.371,-0.008000000000000007,0.305,0.328,-0.02300000000000002,"4.15","4.55","-0.396"
"Rom, Drew","680723","2023","170","119",0.34,0.279,0.061,0.613,0.51,0.10299999999999998,0.431,0.373,0.057999999999999996,"8.02","6.12","1.9"
"Kelly, Joe","523260","2023","168","88",0.196,0.185,0.01100000000000001,0.331,0.297,0.03400000000000003,0.279,0.266,0.013000000000000012,"4.12","2.91","1.209"
"Lodolo, Nick","666157","2023","166","102",0.34,0.242,0.09800000000000003,0.605,0.472,0.133,0.426,0.341,0.08499999999999996,"6.29","4.96","1.331"
"Vásquez, Randy","681190","2023","166","110",0.211,0.263,-0.05200000000000002,0.366,0.434,-0.068,0.303,0.349,-0.045999999999999985,"2.87","5.23","-2.363"
"Suarez, José","660761","2023","165","116",0.324,0.274,0.04999999999999999,0.592,0.502,0.08999999999999997,0.421,0.373,0.04799999999999999,"8.29","6.12","2.167"
"Kahnle, Tommy","592454","2023","165","97",0.183,0.179,0.0040000000000000036,0.331,0.288,0.04300000000000004,0.272,0.26,0.01200000000000001,"2.66","2.78","-0.124"
"Dodd, Dylan","689266","2023","164","136",0.351,0.331,0.019999999999999962,0.616,0.623,-0.007000000000000006,0.429,0.425,0.0040000000000000036,"7.60","8.47","-0.868"
"Koch, Matt","571863","2023","163","125",0.272,0.256,0.016000000000000014,0.45,0.43,0.020000000000000018,0.331,0.323,0.008000000000000007,"5.12","4.39","0.731"
"Miller, Shelby","571946","2023","163","100",0.135,0.187,-0.05199999999999999,0.241,0.349,-0.10799999999999998,0.222,0.283,-0.06099999999999997,"1.71","3.31","-1.596"
"Strzelecki, Peter","657265","2023","163","106",0.234,0.238,-0.003999999999999976,0.355,0.393,-0.038000000000000034,0.303,0.321,-0.018000000000000016,"4.38","4.33","0.048"
"Velasquez, Vince","592826","2023","162","110",0.24,0.247,-0.007000000000000006,0.384,0.389,-0.0050000000000000044,0.305,0.313,-0.008000000000000007,"3.86","4.10","-0.243"
"Brebbia, John","605154","2023","161","100",0.215,0.212,0.0030000000000000027,0.403,0.383,0.020000000000000018,0.287,0.283,0.0040000000000000036,"3.99","3.31","0.681"
"Llovera, Mauricio","661440","2023","160","112",0.259,0.266,-0.007000000000000006,0.374,0.43,-0.055999999999999994,0.312,0.339,-0.027000000000000024,"4.89","4.90","-0.014"
"Brigham, Jeff","656257","2023","160","95",0.191,0.213,-0.021999999999999992,0.419,0.42,-0.0010000000000000009,0.317,0.329,-0.01200000000000001,"5.26","4.58","0.677"
"Ward, Thaddeus","663658","2023","160","100",0.225,0.237,-0.011999999999999983,0.419,0.435,-0.016000000000000014,0.347,0.36,-0.013000000000000012,"6.37","5.62","0.748"
"Wantz, Andrew","681806","2023","160","111",0.197,0.234,-0.037000000000000005,0.352,0.389,-0.03700000000000003,0.272,0.306,-0.033999999999999975,"3.89","3.90","-0.01"
"Voth, Austin","608723","2023","160","108",0.279,0.241,0.038000000000000034,0.457,0.389,0.068,0.352,0.315,0.03699999999999998,"5.19","4.16","1.032"
"Pepiot, Ryan","686752","2023","159","113",0.179,0.225,-0.04600000000000001,0.364,0.376,-0.01200000000000001,0.251,0.28,-0.029000000000000026,"2.14","3.23","-1.087"
"Kauffmann, Karl","666154","2023","158","122",0.311,0.309,0.0020000000000000018,0.504,0.529,-0.025000000000000022,0.384,0.403,-0.019000000000000017,"8.23","7.39","0.839"
"Mantiply, Joe","573009","2023","157","120",0.236,0.245,-0.009000000000000008,0.405,0.413,-0.007999999999999952,0.292,0.302,-0.010000000000000009,"4.62","3.79","0.825"
"King, John","667463","2023","157","127",0.31,0.287,0.02300000000000002,0.393,0.402,-0.009000000000000008,0.327,0.325,0.0020000000000000018,"3.62","4.45","-0.834"
"Wright, Kyle","657140","2023","155","100",0.303,0.252,0.05099999999999999,0.485,0.442,0.04299999999999998,0.382,0.352,0.030000000000000027,"6.97","5.34","1.628"
"Hartwig, Grant","701643","2023","154","105",0.256,0.248,0.008000000000000007,0.398,0.379,0.019000000000000017,0.329,0.321,0.008000000000000007,"4.98","4.33","0.651"
"Anderson, Grant","681982","2023","154","109",0.277,0.234,0.04300000000000001,0.431,0.408,0.02300000000000002,0.334,0.313,0.02100000000000002,"5.05","4.10","0.947"
"Hollowell, Gavin","668970","2023","154","98",0.231,0.246,-0.014999999999999986,0.469,0.443,0.025999999999999968,0.354,0.354,0,"5.88","5.41","0.471"
"Mlodzinski, Carmen","669387","2023","152","99",0.214,0.238,-0.023999999999999994,0.313,0.357,-0.043999999999999984,0.279,0.307,-0.02799999999999997,"2.25","3.93","-1.68"
"Brieske, Beau","689225","2023","152","109",0.259,0.248,0.01100000000000001,0.41,0.38,0.02999999999999997,0.315,0.303,0.01200000000000001,"3.60","3.82","-0.22"
"Stone, Gavin","694813","2023","152","115",0.338,0.31,0.028000000000000025,0.603,0.495,0.10799999999999998,0.423,0.378,0.044999999999999984,"9.00","6.32","2.68"
"Borucki, Ryan","621366","2023","152","111",0.183,0.231,-0.048000000000000015,0.317,0.36,-0.04299999999999998,0.238,0.278,-0.040000000000000036,"2.46","3.18","-0.725"
"Criswell, Cooper","681867","2023","151","109",0.296,0.278,0.01799999999999996,0.496,0.44,0.055999999999999994,0.368,0.347,0.02100000000000002,"5.73","5.16","0.567"
"Cox, Austin","680735","2023","149","97",0.22,0.258,-0.038000000000000006,0.339,0.388,-0.04899999999999999,0.291,0.337,-0.04600000000000004,"4.54","4.83","-0.288"
"Megill, Trevor","656730","2023","148","83",0.265,0.215,0.05000000000000002,0.386,0.339,0.046999999999999986,0.309,0.281,0.02799999999999997,"3.63","3.26","0.375"
"Romero, JoJo","668941","2023","147","94",0.216,0.225,-0.009000000000000008,0.299,0.289,0.010000000000000009,0.255,0.258,-0.0030000000000000027,"3.68","2.73","0.952"
"Harrison, Kyle","690986","2023","147","97",0.221,0.237,-0.015999999999999986,0.458,0.435,0.02300000000000002,0.324,0.325,-0.0010000000000000009,"4.15","4.45","-0.296"
"Hernández, Jonathan","642546","2023","147","94",0.28,0.241,0.039000000000000035,0.432,0.428,0.0040000000000000036,0.348,0.342,0.00599999999999995,"5.40","4.99","0.41"
"Winder, Josh","680739","2023","147","105",0.267,0.25,0.017000000000000015,0.435,0.443,-0.008000000000000007,0.331,0.338,-0.007000000000000006,"4.15","4.86","-0.706"
"Wicks, Jordan","696136","2023","147","112",0.252,0.254,-0.0020000000000000018,0.435,0.404,0.030999999999999972,0.317,0.315,0.0020000000000000018,"4.41","4.16","0.253"
"Davis, Noah","663562","2023","146","101",0.341,0.251,0.09000000000000002,0.532,0.39,0.14200000000000002,0.412,0.332,0.07999999999999996,"8.70","4.67","4.03"
"Rosenberg, Kenny","670046","2023","146","102",0.267,0.227,0.04000000000000001,0.389,0.351,0.038000000000000034,0.321,0.293,0.028000000000000025,"3.82","3.56","0.258"
"Battenfield, Peyton","685410","2023","146","107",0.256,0.281,-0.025000000000000022,0.474,0.538,-0.06400000000000006,0.336,0.378,-0.04199999999999998,"5.19","6.32","-1.128"
"Helsley, Ryan","664854","2023","146","76",0.176,0.159,0.016999999999999987,0.264,0.248,0.016000000000000014,0.243,0.24,0.0030000000000000027,"2.46","2.37","0.085"
"Lamet, Dinelson","659275","2023","145","89",0.353,0.256,0.09699999999999998,0.647,0.472,0.17500000000000004,0.46,0.372,0.08800000000000002,"11.71","6.08","5.631"
"La Sorsa, Joe","686747","2023","145","102",0.246,0.267,-0.02100000000000002,0.354,0.363,-0.009000000000000008,0.304,0.319,-0.015000000000000013,"4.41","4.27","0.138"
"Turnbull, Spencer","605513","2023","145","103",0.291,0.286,0.0050000000000000044,0.488,0.476,0.01200000000000001,0.376,0.373,0.0030000000000000027,"7.26","6.12","1.138"
"Soroka, Michael","647336","2023","145","100",0.281,0.272,0.009000000000000008,0.555,0.471,0.08400000000000007,0.389,0.359,0.030000000000000027,"6.40","5.59","0.812"
"Chavez, Jesse","445926","2023","144","90",0.203,0.232,-0.028999999999999998,0.297,0.339,-0.04200000000000004,0.263,0.292,-0.02899999999999997,"1.56","3.53","-1.972"
"Jackson, Luke","592426","2023","143","84",0.206,0.201,0.004999999999999977,0.341,0.34,0.0010000000000000009,0.276,0.281,-0.0050000000000000044,"2.97","3.26","-0.29"
"Edwards Jr., Carl","605218","2023","142","100",0.25,0.264,-0.014000000000000012,0.355,0.357,-0.0020000000000000018,0.309,0.318,-0.009000000000000008,"3.69","4.24","-0.545"
"Ferrer, Jose A.","678606","2023","142","103",0.289,0.251,0.03799999999999998,0.422,0.352,0.07,0.338,0.299,0.039000000000000035,"5.03","3.71","1.319"
"Anderson, Nick","623433","2023","141","96",0.229,0.236,-0.0069999999999999785,0.366,0.395,-0.029000000000000026,0.279,0.296,-0.01699999999999996,"3.06","3.63","-0.573"
"Winans, Allan","642216","2023","141","97",0.287,0.264,0.022999999999999965,0.481,0.416,0.065,0.344,0.321,0.022999999999999965,"5.29","4.33","0.959"
"Frías, Luis","666818","2023","139","94",0.25,0.256,-0.006000000000000005,0.417,0.417,0,0.339,0.344,-0.004999999999999949,"4.07","5.06","-0.995"
"Miller, Mason","695243","2023","139","82",0.203,0.184,0.019000000000000017,0.305,0.305,0,0.28,0.279,0.0010000000000000009,"3.78","3.21","0.57"
"Hjelle, Sean","663546","2023","139","91",0.317,0.258,0.059,0.458,0.378,0.08000000000000002,0.372,0.324,0.04799999999999999,"6.52","4.42","2.097"
"Kowar, Jackson","663804","2023","137","87",0.293,0.25,0.04299999999999998,0.457,0.366,0.09100000000000003,0.377,0.332,0.044999999999999984,"6.43","4.67","1.759"
"Francis, Bowden","670102","2023","136","92",0.175,0.219,-0.04400000000000001,0.317,0.4,-0.08300000000000002,0.238,0.298,-0.06,"1.73","3.69","-1.956"
"Duarte, Daniel","650960","2023","136","92",0.211,0.191,0.01999999999999999,0.36,0.311,0.04899999999999999,0.31,0.292,0.018000000000000016,"3.69","3.53","0.165"
"González, Victor","624647","2023","135","92",0.223,0.222,0.0010000000000000009,0.331,0.327,0.0040000000000000036,0.276,0.277,-0.0010000000000000009,"4.01","3.16","0.85"
"Cordero, Jimmy","622772","2023","132","86",0.208,0.234,-0.026000000000000023,0.317,0.344,-0.02699999999999997,0.267,0.291,-0.023999999999999966,"3.86","3.51","0.347"
"Bleier, Richard","542947","2023","132","108",0.306,0.27,0.035999999999999976,0.479,0.446,0.032999999999999974,0.352,0.331,0.020999999999999963,"5.28","4.64","0.643"
"Cessa, Luis","570666","2023","132","108",0.397,0.372,0.025000000000000022,0.603,0.549,0.05399999999999994,0.446,0.43,0.016000000000000014,"9.00","8.73","0.27"
"Suárez, Andrew","605498","2023","130","98",0.287,0.271,0.01599999999999996,0.557,0.487,0.07000000000000006,0.392,0.365,0.027000000000000024,"7.16","5.81","1.347"
"Hatch, Thomas","641672","2023","129","89",0.292,0.26,0.03199999999999997,0.425,0.383,0.04199999999999998,0.341,0.314,0.027000000000000024,"4.08","4.13","-0.049"
"Wittgren, Nick","621295","2023","128","96",0.263,0.263,0,0.404,0.405,-0.0010000000000000009,0.329,0.331,-0.0020000000000000018,"4.97","4.64","0.326"
"Brogdon, Connor","641401","2023","127","87",0.264,0.246,0.018000000000000016,0.473,0.428,0.044999999999999984,0.345,0.329,0.01599999999999996,"4.03","4.58","-0.546"
"Garcia, Robert","676395","2023","127","81",0.234,0.238,-0.003999999999999976,0.333,0.354,-0.020999999999999963,0.279,0.288,-0.008999999999999952,"3.66","3.43","0.226"
"Herget, Jimmy","623474","2023","127","91",0.282,0.249,0.032999999999999974,0.547,0.46,0.08700000000000002,0.367,0.324,0.04299999999999998,"4.66","4.42","0.235"
"Uribe, Abner","682842","2023","127","67",0.154,0.198,-0.04400000000000001,0.192,0.283,-0.09099999999999997,0.238,0.291,-0.05299999999999999,"1.76","3.51","-1.749"
"Thompson, Keegan","624522","2023","125","79",0.194,0.21,-0.015999999999999986,0.291,0.361,-0.07,0.282,0.319,-0.03700000000000003,"4.71","4.27","0.439"
"Thornton, Trent","663423","2023","125","93",0.252,0.227,0.024999999999999994,0.437,0.36,0.07700000000000001,0.31,0.274,0.035999999999999976,"2.01","3.09","-1.079"
"Neal, Zach","594943","2023","124","83",0.28,0.299,-0.01899999999999996,0.589,0.563,0.026000000000000023,0.403,0.406,-0.0030000000000000027,"6.67","7.53","-0.863"
"Lawrence, Casey","596271","2023","122","90",0.299,0.237,0.062,0.589,0.456,0.13299999999999995,0.393,0.322,0.07100000000000001,"6.58","4.36","2.225"
"Jacques, Joe","682175","2023","122","86",0.308,0.239,0.069,0.452,0.339,0.11299999999999999,0.366,0.308,0.057999999999999996,"5.06","3.96","1.103"
"Thompson, Ryan","657044","2023","121","88",0.185,0.196,-0.01100000000000001,0.324,0.346,-0.021999999999999964,0.264,0.279,-0.015000000000000013,"3.81","3.21","0.605"
"Herrin, Tim","682120","2023","121","75",0.279,0.243,0.03600000000000003,0.404,0.423,-0.01899999999999996,0.338,0.332,0.006000000000000005,"5.53","4.67","0.86"
"Bruihl, Justin","677865","2023","121","85",0.267,0.263,0.0040000000000000036,0.41,0.411,-0.0010000000000000009,0.325,0.33,-0.0050000000000000044,"5.46","4.61","0.854"
"Thielbar, Caleb","573204","2023","120","78",0.204,0.22,-0.016000000000000014,0.451,0.419,0.03200000000000003,0.293,0.293,0,"3.23","3.56","-0.332"
"Campbell, Isaiah","663462","2023","120","73",0.21,0.226,-0.016000000000000014,0.314,0.374,-0.06,0.273,0.304,-0.030999999999999972,"2.83","3.85","-1.024"
"Faucher, Calvin","676534","2023","120","82",0.29,0.292,-0.0020000000000000018,0.458,0.517,-0.059,0.359,0.382,-0.02300000000000002,"7.01","6.48","0.533"
"Palencia, Daniel","694037","2023","119","70",0.216,0.221,-0.0050000000000000044,0.353,0.35,0.0030000000000000027,0.303,0.307,-0.0040000000000000036,"4.45","3.93","0.517"
"Mayers, Mike","594577","2023","119","92",0.315,0.278,0.03699999999999998,0.491,0.412,0.07900000000000001,0.369,0.327,0.04199999999999998,"6.15","4.51","1.642"
"Nogosek, Stephen","668665","2023","118","77",0.28,0.252,0.028000000000000025,0.53,0.484,0.04600000000000004,0.382,0.361,0.02100000000000002,"5.61","5.66","-0.05"
"Headrick, Brent","687396","2023","117","73",0.267,0.243,0.02400000000000002,0.564,0.485,0.07899999999999996,0.383,0.356,0.027000000000000024,"6.31","5.48","0.832"
"Perdomo, Angel","622780","2023","117","59",0.208,0.182,0.025999999999999995,0.366,0.312,0.05399999999999999,0.287,0.259,0.02799999999999997,"3.72","2.75","0.974"
"Willingham, Amos","686294","2023","116","91",0.337,0.303,0.03400000000000003,0.625,0.574,0.051000000000000045,0.418,0.393,0.024999999999999967,"6.66","6.94","-0.282"
"Jackson, Jay","543351","2023","116","79",0.171,0.215,-0.043999999999999984,0.314,0.379,-0.065,0.239,0.284,-0.044999999999999984,"2.12","3.33","-1.206"
